placement_id,company_name,topic,url,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,decision_match,rules_signal_explanations
37,Plush Cosmetics,Immigration (US policy),https://www.pewresearch.org/politics/2026/01/29/how-americans-view-key-trump-administration-immigration-policies/,review,high,immigration;politics,topic:policy->politics;topic:immigration->immigration,"Review for Plush Cosmetics: detected immigration, politics from enriched title/topic evidence. Signals: topic:policy->politics; topic:immigration->immigration.",review,high,immigration,"The placement is on a page discussing US immigration policies, which falls under the review category 'immigration'. There is no explicit harmful or sensitive content specified, but given the sensitivity of immigration topics, a review is appropriate.",True,"matched ""policy"" in topic, triggering politics; matched ""immigration"" in topic, triggering immigration"
38,Jen & Berry's Ice Cream,Immigration (US policy),https://www.chron.com/news/article/austin-shooting-chip-roy-21951254.php,review,high,immigration;politics,topic:policy->politics;topic:immigration->immigration,"Review for Jen & Berry's Ice Cream: detected immigration, politics from enriched title/topic evidence. Signals: topic:policy->politics; topic:immigration->immigration.",review,high,immigration,"The placement URL and title relate to a sensitive and possibly divisive immigration topic, which aligns with the review category 'immigration' for the advertiser. Since the content might be sensitive or politically divisive, it warrants review but is not automatically unsafe. There are no indications of hard unsafe categories such as tobacco, weapons, or extremism.",True,"matched ""policy"" in topic, triggering politics; matched ""immigration"" in topic, triggering immigration"
39,Jet3 Holidays,Immigration (US policy),https://cis.org/,review,high,click_quality;immigration;politics,topic:policy->politics;topic:immigration->immigration;invalid_click_rate:8.0%->click_quality,"Review for Jet3 Holidays: detected click_quality, immigration, politics from enriched title/topic evidence. Signals: topic:policy->politics; topic:immigration->immigration; invalid_click_rate:8.0%->click_quality.",review,high,immigration,"The placement is on a site focused on immigration policy, which falls under a review category for this advertiser. Although there is no direct evidence of hate speech or disinformation, the sensitive nature of immigration content warrants review to ensure alignment with advertiser policies.",True,"matched ""policy"" in topic, triggering politics; matched ""immigration"" in topic, triggering immigration; invalid click rate 8.0% triggered click_quality"
40,Jet3 Holidays,Immigration (US policy),https://www.brookings.edu/articles/what-will-2026-bring-for-us-migration-policy/,review,high,immigration;politics,topic:policy->politics;topic:immigration->immigration,"Review for Jet3 Holidays: detected immigration, politics from enriched title/topic evidence. Signals: topic:policy->politics; topic:immigration->immigration.",review,high,immigration,"The placement article is specifically about US migration policy, which falls within the advertiser's review category of immigration. There is no evidence of hard unsafe categories such as aviation incidents or conflict, but immigration content is sensitive and requires review according to policy.",True,"matched ""policy"" in topic, triggering politics; matched ""immigration"" in topic, triggering immigration"
41,Jen & Berry's Ice Cream,Flight disasters (investigations),https://www.ntsb.gov/investigations/AccidentReports/Pages/Reports.aspx,review,high,aviation_incident,topic:flight disaster->aviation_incident,Review for Jen & Berry's Ice Cream: detected aviation_incident from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident.,review,high,war_or_conflict,"The placement URL and title indicate content related to accident investigations, specifically flight disasters. Such content may involve sensitive topics related to accidents and possibly loss of life, which can be distressing and may not align with a family-friendly brand image. Although it does not fall into any hard unsafe categories, the seriousness and potentially graphic nature of accident reports warrant a review for suitability.",True,"matched ""flight disaster"" in topic, triggering aviation_incident"
42,Plush Cosmetics,Flight disasters (investigations),https://www.ntsb.gov/Pages/AviationQueryv2.aspx,review,high,aviation_incident,topic:flight disaster->aviation_incident,Review for Plush Cosmetics: detected aviation_incident from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident.,review,medium,aviation_incident,"The placement content involves aviation incident investigations, which is a review category for this advertiser. While it is not directly harmful or explicit, the topic of flight disasters could raise sensitive concerns and thus warrants review rather than being considered fully safe.",True,"matched ""flight disaster"" in topic, triggering aviation_incident"
43,Jet3 Holidays,Flight disasters (investigations),https://www.gov.uk/aaib-reports,unsafe,high,aviation_incident;click_quality,topic:flight disaster->aviation_incident;invalid_click_rate:9.0%->click_quality,"Unsafe for Jet3 Holidays: detected aviation_incident, click_quality from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident; invalid_click_rate:9.0%->click_quality.",unsafe,high,aviation_incident,"The placement URL and topic directly relate to aviation incidents and flight disasters, which are considered a hard unsafe category for this advertiser that is extra-sensitive to aviation incidents. Therefore, the placement is unsafe.",True,"matched ""flight disaster"" in topic, triggering aviation_incident; invalid click rate 9.0% triggered click_quality"
44,Moonbucks Coffee,Flight disasters (investigations),https://www.gov.uk/government/publications/aaib-current-field-investigations/air-accidents-investigation-branch-current-field-investigations,review,high,aviation_incident;politics,topic:flight disaster->aviation_incident;url:government->politics,"Review for Moonbucks Coffee: detected aviation_incident, politics from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident; url:government->politics.",review,high,aviation_incident,"The placement URL and title indicate content about ongoing investigations into flight disasters, which falls under the aviation_incident category. This is a review category per the advertiser's policy, making the placement potentially sensitive but not outright unsafe. Given the nature of the content and the advertiser's tolerance for neutral news but need to review aviation incidents, this placement should be flagged for review with high confidence.",True,"matched ""flight disaster"" in topic, triggering aviation_incident; matched ""government"" in url, triggering politics"
45,Moonbucks Coffee,Flight disasters (investigations),https://aaib.gov.in/,review,high,aviation_incident,topic:flight disaster->aviation_incident,Review for Moonbucks Coffee: detected aviation_incident from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident.,review,high,aviation_incident,"The placement relates to flight disasters and investigations, which falls under the aviation_incident review category for the advertiser. Although the content is not explicitly unsafe, the sensitive nature requires review according to the advertiser's policy.",True,"matched ""flight disaster"" in topic, triggering aviation_incident"
46,Plush Cosmetics,Flight disasters (databases),https://aviation-safety.net/,review,high,aviation_incident,topic:flight disaster->aviation_incident,Review for Plush Cosmetics: detected aviation_incident from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident.,review,high,aviation_incident,"The placement is for a website focused on aviation safety and flight disasters, which falls under the 'aviation_incident' category listed as a review category for Plush Cosmetics. There is no evidence of explicit unsafe content; however, due to the sensitive nature of the content (disasters), a review decision is appropriate per policy guidelines.",True,"matched ""flight disaster"" in topic, triggering aviation_incident"
47,Jen & Berry's Ice Cream,Flight disasters (databases),https://aviation-safety.net/investigation/,review,high,aviation_incident;click_quality,topic:flight disaster->aviation_incident;invalid_click_rate:9.0%->click_quality,"Review for Jen & Berry's Ice Cream: detected aviation_incident, click_quality from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident; invalid_click_rate:9.0%->click_quality.",review,medium,unknown_content;war_or_conflict,"The placement is on a site about aviation accident investigations, which may contain sensitive or potentially distressing content related to disasters and conflicts. Although the advertiser avoids adult, tobacco, weapons, and extremist content, the topic might still present some sensitivity. There is no evidence of direct unsafe content such as tobacco or extremism, but the nature of disasters can overlap with war/conflict topics, placing it in review.",True,"matched ""flight disaster"" in topic, triggering aviation_incident; invalid click rate 9.0% triggered click_quality"
48,Moonbucks Coffee,Flight disasters (databases),https://www.gov.uk/government/organisations/air-accidents-investigation-branch,review,high,aviation_incident;politics,topic:flight disaster->aviation_incident;url:government->politics,"Review for Moonbucks Coffee: detected aviation_incident, politics from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident; url:government->politics.",review,high,aviation_incident,"The page relates to flight disasters and air accident investigations, which falls under the 'aviation_incident' category that requires review for Moonbucks Coffee. There is no evidence of any hard unsafe content categories, but due to the sensitive nature of the topic, review is prudent per policy.",True,"matched ""flight disaster"" in topic, triggering aviation_incident; matched ""government"" in url, triggering politics"
49,Jet3 Holidays,Flight disasters (databases),https://assets.publishing.service.gov.uk/media/695e2ec58ab0677c14afdfac/AAIB_Bulletin_1-2026.pdf,unsafe,high,aviation_incident,topic:flight disaster->aviation_incident,Unsafe for Jet3 Holidays: detected aviation_incident from enriched title/topic evidence. Signals: topic:flight disaster->aviation_incident.,unsafe,high,aviation_incident,"The placement links to a government bulletin specifically on air accidents investigations, representing aviation incident content which is a hard unsafe category for Jet3 Holidays. Given the advertiser's extra sensitivity to aviation incidents and the direct relevance of the content, this placement is unsafe.",True,"matched ""flight disaster"" in topic, triggering aviation_incident"
